"train/global_step","glad-glitter-9 - train/bpt","glad-glitter-9 - train/bpt__MIN","glad-glitter-9 - train/bpt__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/bpt","sleek-moon-7 - train/bpt__MIN","sleek-moon-7 - train/bpt__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/bpt","magic-universe-6 - train/bpt__MIN","magic-universe-6 - train/bpt__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/bpt","visionary-oath-5 - train/bpt__MIN","visionary-oath-5 - train/bpt__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"4340","","","","","","","4.552534864793718","4.552534864793718","4.552534864793718","69","69","69","4.552554126850614","4.552554126850614","4.552554126850614","878","878","878","","","","","",""
"4350","","","","","","","4.589294849347496","4.589294849347496","4.589294849347496","71","71","71","4.589322916916117","4.589322916916117","4.589322916916117","880","880","880","","","","","",""
"4360","","","","","","","4.459867585614181","4.459867585614181","4.459867585614181","73","73","73","4.459832088395043","4.459832088395043","4.459832088395043","882","882","882","","","","","",""
"4370","","","","","","","4.5053821750274805","4.5053821750274805","4.5053821750274805","75","75","75","4.505447390848688","4.505447390848688","4.505447390848688","884","884","884","","","","","",""
"4380","","","","","","","4.510227407853709","4.510227407853709","4.510227407853709","77","77","77","4.510164118238191","4.510164118238191","4.510164118238191","886","886","886","","","","","",""
"4390","","","","","","","4.546516572702485","4.546516572702485","4.546516572702485","79","79","79","4.5464098058728295","4.5464098058728295","4.5464098058728295","888","888","888","","","","","",""
"4400","","","","","","","4.479522588471507","4.479522588471507","4.479522588471507","81","81","81","4.479532769844438","4.479532769844438","4.479532769844438","890","890","890","","","","","",""
"4410","","","","","","","4.607160131946884","4.607160131946884","4.607160131946884","83","83","83","4.6070588685620555","4.6070588685620555","4.6070588685620555","892","892","892","","","","","",""
"4420","","","","","","","4.451149578662764","4.451149578662764","4.451149578662764","85","85","85","4.451194982082592","4.451194982082592","4.451194982082592","894","894","894","","","","","",""
"4430","","","","","","","4.525096890261186","4.525096890261186","4.525096890261186","87","87","87","4.525006633766013","4.525006633766013","4.525006633766013","896","896","896","","","","","",""
"4440","","","","","","","4.514968350400453","4.514968350400453","4.514968350400453","89","89","89","4.515066586890625","4.515066586890625","4.515066586890625","898","898","898","","","","","",""
"4450","","","","","","","4.503094668184884","4.503094668184884","4.503094668184884","91","91","91","4.503035781325229","4.503035781325229","4.503035781325229","900","900","900","","","","","",""
"4460","","","","","","","4.583760034884369","4.583760034884369","4.583760034884369","93","93","93","4.583849190690576","4.583849190690576","4.583849190690576","902","902","902","","","","","",""
"4470","","","","","","","4.58848033951301","4.58848033951301","4.58848033951301","95","95","95","4.588545280161976","4.588545280161976","4.588545280161976","904","904","904","","","","","",""
"4480","","","","","","","4.585829330139551","4.585829330139551","4.585829330139551","97","97","97","4.585781174997309","4.585781174997309","4.585781174997309","906","906","906","","","","","",""
"4490","","","","","","","4.509453898683188","4.509453898683188","4.509453898683188","99","99","99","4.509431609731635","4.509431609731635","4.509431609731635","908","908","908","","","","","",""
"4500","","","","","","","0","0","0","102","102","102","0","0","0","911","911","911","","","","","",""
"4510","","","","","","","4.63518504887028","4.63518504887028","4.63518504887028","104","104","104","4.635147625445453","4.635147625445453","4.635147625445453","913","913","913","","","","","",""
"4520","","","","","","","4.432193513298545","4.432193513298545","4.432193513298545","106","106","106","4.432193513298545","4.432193513298545","4.432193513298545","915","915","915","","","","","",""
"4530","","","","","","","4.382552991297987","4.382552991297987","4.382552991297987","108","108","108","4.382596743684366","4.382596743684366","4.382596743684366","917","917","917","","","","","",""
"4540","","","","","","","4.580400181817113","4.580400181817113","4.580400181817113","110","110","110","4.5803872487217685","4.5803872487217685","4.5803872487217685","919","919","919","","","","","",""
"4550","","","","","","","4.5062253027750705","4.5062253027750705","4.5062253027750705","112","112","112","4.506295471696622","4.506295471696622","4.506295471696622","921","921","921","","","","","",""
"4560","","","","","","","4.456059752137958","4.456059752137958","4.456059752137958","114","114","114","4.456038013530889","4.456038013530889","4.456038013530889","923","923","923","","","","","",""
"4570","","","","","","","4.512170123877855","4.512170123877855","4.512170123877855","116","116","116","4.512164620433027","4.512164620433027","4.512164620433027","925","925","925","","","","","",""
"4580","","","","","","","4.561831834141","4.561831834141","4.561831834141","118","118","118","4.561832659657723","4.561832659657723","4.561832659657723","927","927","927","","","","","",""
"4590","","","","","","","4.482209095064105","4.482209095064105","4.482209095064105","120","120","120","","","","","","","","","","","",""
"4600","","","","","","","4.494715123090366","4.494715123090366","4.494715123090366","122","122","122","","","","","","","","","","","",""
"4610","","","","","","","4.574307042876225","4.574307042876225","4.574307042876225","124","124","124","","","","","","","","","","","",""
"4620","","","","","","","4.4642087028942","4.4642087028942","4.4642087028942","126","126","126","","","","","","","","","","","",""
"4630","","","","","","","4.37533797512899","4.37533797512899","4.37533797512899","128","128","128","","","","","","","","","","","",""
"4640","","","","","","","4.478685514513228","4.478685514513228","4.478685514513228","130","130","130","","","","","","","","","","","",""
"4650","","","","","","","4.5135484616349295","4.5135484616349295","4.5135484616349295","132","132","132","","","","","","","","","","","",""
"4660","","","","","","","4.524751273926012","4.524751273926012","4.524751273926012","134","134","134","","","","","","","","","","","",""
"4670","","","","","","","4.549050083528876","4.549050083528876","4.549050083528876","136","136","136","","","","","","","","","","","",""
"4680","","","","","","","4.525879755287914","4.525879755287914","4.525879755287914","138","138","138","","","","","","","","","","","",""
"4690","","","","","","","4.520101138218923","4.520101138218923","4.520101138218923","140","140","140","","","","","","","","","","","",""
"4700","","","","","","","4.506924240268177","4.506924240268177","4.506924240268177","142","142","142","","","","","","","","","","","",""
"4710","","","","","","","4.530254168409139","4.530254168409139","4.530254168409139","144","144","144","","","","","","","","","","","",""
"4720","","","","","","","4.433460681470102","4.433460681470102","4.433460681470102","146","146","146","","","","","","","","","","","",""
"4730","","","","","","","4.4059451083655015","4.4059451083655015","4.4059451083655015","148","148","148","","","","","","","","","","","",""
"4740","","","","","","","4.481903929048414","4.481903929048414","4.481903929048414","150","150","150","","","","","","","","","","","",""
"4750","","","","","","","4.518233544216674","4.518233544216674","4.518233544216674","152","152","152","","","","","","","","","","","",""
"4760","","","","","","","4.4698051559393965","4.4698051559393965","4.4698051559393965","154","154","154","","","","","","","","","","","",""
"4770","","","","","","","4.5186176846656405","4.5186176846656405","4.5186176846656405","156","156","156","","","","","","","","","","","",""
"4780","","","","","","","4.462282497204536","4.462282497204536","4.462282497204536","158","158","158","","","","","","","","","","","",""
"4790","","","","","","","4.577610485633998","4.577610485633998","4.577610485633998","160","160","160","","","","","","","","","","","",""
"4800","","","","","","","4.460982308364014","4.460982308364014","4.460982308364014","162","162","162","","","","","","","","","","","",""
"4810","","","","","","","4.573100412597771","4.573100412597771","4.573100412597771","164","164","164","","","","","","","","","","","",""
"4820","","","","","","","4.522054861132725","4.522054861132725","4.522054861132725","166","166","166","","","","","","","","","","","",""
"4830","","","","","","","4.576720853777615","4.576720853777615","4.576720853777615","168","168","168","","","","","","","","","","","",""
"4840","","","","","","","4.581335767437807","4.581335767437807","4.581335767437807","170","170","170","","","","","","","","","","","",""
"4850","","","","","","","4.494912421587435","4.494912421587435","4.494912421587435","172","172","172","","","","","","","","","","","",""
"4860","","","","","","","4.436522522999943","4.436522522999943","4.436522522999943","174","174","174","","","","","","","","","","","",""
"4870","","","","","","","4.621688400775049","4.621688400775049","4.621688400775049","176","176","176","","","","","","","","","","","",""
"4880","","","","","","","4.564692799934632","4.564692799934632","4.564692799934632","178","178","178","","","","","","","","","","","",""
"4890","","","","","","","4.499435702891248","4.499435702891248","4.499435702891248","180","180","180","","","","","","","","","","","",""
"4900","","","","","","","4.490043248776208","4.490043248776208","4.490043248776208","182","182","182","","","","","","","","","","","",""
"4910","","","","","","","4.577614062873136","4.577614062873136","4.577614062873136","184","184","184","","","","","","","","","","","",""
"4920","","","","","","","4.489524549101206","4.489524549101206","4.489524549101206","186","186","186","","","","","","","","","","","",""
"4930","","","","","","","4.535009970256918","4.535009970256918","4.535009970256918","188","188","188","","","","","","","","","","","",""
"4940","","","","","","","4.560617499039787","4.560617499039787","4.560617499039787","190","190","190","","","","","","","","","","","",""
"4950","","","","","","","4.619224508525729","4.619224508525729","4.619224508525729","192","192","192","","","","","","","","","","","",""
"4960","","","","","","","4.487781608124301","4.487781608124301","4.487781608124301","194","194","194","","","","","","","","","","","",""
"4970","","","","","","","4.576870272304684","4.576870272304684","4.576870272304684","196","196","196","","","","","","","","","","","",""
"4980","","","","","","","4.431192161512161","4.431192161512161","4.431192161512161","198","198","198","","","","","","","","","","","",""
"4990","","","","","","","4.528617443917408","4.528617443917408","4.528617443917408","200","200","200","","","","","","","","","","","",""
"5000","","","","","","","0","0","0","203","203","203","","","","","","","","","","","",""
"5010","4.5184765213058125","4.5184765213058125","4.5184765213058125","3","3","3","4.518464688899433","4.518464688899433","4.518464688899433","205","205","205","","","","","","","","","","","",""
"5020","4.476458820735977","4.476458820735977","4.476458820735977","5","5","5","4.476558708259598","4.476558708259598","4.476558708259598","207","207","207","","","","","","","","","","","",""
"5030","4.47354116946062","4.47354116946062","4.47354116946062","7","7","7","4.473560431517516","4.473560431517516","4.473560431517516","209","209","209","","","","","","","","","","","",""
"5040","4.461042020740393","4.461042020740393","4.461042020740393","9","9","9","4.460916817370565","4.460916817370565","4.460916817370565","211","211","211","","","","","","","","","","","",""
"5050","4.582283460637122","4.582283460637122","4.582283460637122","11","11","11","4.582321434406432","4.582321434406432","4.582321434406432","213","213","213","","","","","","","","","","","",""
"5060","4.466164902358174","4.466164902358174","4.466164902358174","13","13","13","4.466219386461967","4.466219386461967","4.466219386461967","215","215","215","","","","","","","","","","","",""
"5070","4.603274975070832","4.603274975070832","4.603274975070832","15","15","15","4.603370735010833","4.603370735010833","4.603370735010833","217","217","217","","","","","","","","","","","",""
"5080","4.623089577828159","4.623089577828159","4.623089577828159","17","17","17","4.623162223299884","4.623162223299884","4.623162223299884","219","219","219","","","","","","","","","","","",""
"5090","4.564546133129976","4.564546133129976","4.564546133129976","19","19","19","4.564644094447908","4.564644094447908","4.564644094447908","221","221","221","","","","","","","","","","","",""
"5100","4.57805543914831","4.57805543914831","4.57805543914831","21","21","21","4.578057915698483","4.578057915698483","4.578057915698483","223","223","223","","","","","","","","","","","",""
"5110","4.442825343188764","4.442825343188764","4.442825343188764","23","23","23","4.44276480529566","4.44276480529566","4.44276480529566","225","225","225","","","","","","","","","","","",""
"5120","4.530515031693968","4.530515031693968","4.530515031693968","25","25","25","4.530479534474829","4.530479534474829","4.530479534474829","227","227","227","","","","","","","","","","","",""
"5130","4.636559259043734","4.636559259043734","4.636559259043734","27","27","27","4.636537245264424","4.636537245264424","4.636537245264424","229","229","229","","","","","","","","","","","",""
"5140","4.558635158212882","4.558635158212882","4.558635158212882","29","29","29","4.558637634763055","4.558637634763055","4.558637634763055","231","231","231","","","","","","","","","","","",""
"5150","4.538769098246417","4.538769098246417","4.538769098246417","31","31","31","4.538730849304866","4.538730849304866","4.538730849304866","233","233","233","","","","","","","","","","","",""
"5160","4.51841625858495","4.51841625858495","4.51841625858495","33","33","33","4.518395620666847","4.518395620666847","4.518395620666847","235","235","235","","","","","","","","","","","",""
"5170","4.486669361924641","4.486669361924641","4.486669361924641","35","35","35","4.48662533436602","4.48662533436602","4.48662533436602","237","237","237","","","","","","","","","","","",""
"5180","4.547048205472833","4.547048205472833","4.547048205472833","37","37","37","4.546959324838866","4.546959324838866","4.546959324838866","239","239","239","","","","","","","","","","","",""
"5190","4.520302013955131","4.520302013955131","4.520302013955131","39","39","39","4.520339987724442","4.520339987724442","4.520339987724442","241","241","241","","","","","","","","","","","",""
"5200","4.556344349303389","4.556344349303389","4.556344349303389","41","41","41","4.556396081684769","4.556396081684769","4.556396081684769","243","243","243","","","","","","","","","","","",""
"5210","4.56257342333152","4.56257342333152","4.56257342333152","43","43","43","4.562570946781347","4.562570946781347","4.562570946781347","245","245","245","","","","","","","","","","","",""
"5220","4.582164311056604","4.582164311056604","4.582164311056604","45","45","45","4.58217366691281","4.58217366691281","4.58217366691281","247","247","247","","","","","","","","","","","",""
"5230","4.530639409547072","4.530639409547072","4.530639409547072","47","47","47","4.530678759177589","4.530678759177589","4.530678759177589","249","249","249","","","","","","","","","","","",""
"5240","4.5519129755281975","4.5519129755281975","4.5519129755281975","49","49","49","4.5520392795869915","4.5520392795869915","4.5520392795869915","251","251","251","","","","","","","","","","","",""
"5250","4.530769015672762","4.530769015672762","4.530769015672762","51","51","51","4.530767364639313","4.530767364639313","4.530767364639313","253","253","253","","","","","","","","","","","",""
"5260","4.645614076818601","4.645614076818601","4.645614076818601","53","53","53","4.645599217517566","4.645599217517566","4.645599217517566","255","255","255","","","","","","","","","","","",""
"5270","4.557434031379255","4.557434031379255","4.557434031379255","55","55","55","4.557501173406153","4.557501173406153","4.557501173406153","257","257","257","","","","","","","","","","","",""
"5280","4.44861716852534","4.44861716852534","4.44861716852534","57","57","57","4.4486589947060295","4.4486589947060295","4.4486589947060295","259","259","259","","","","","","","","","","","",""
"5290","4.517906639593914","4.517906639593914","4.517906639593914","59","59","59","4.517888203053741","4.517888203053741","4.517888203053741","261","261","261","","","","","","","","","","","",""
"5300","4.589364743096807","4.589364743096807","4.589364743096807","61","61","61","4.589358689307497","4.589358689307497","4.589358689307497","263","263","263","","","","","","","","","","","",""
"5310","4.572201975229664","4.572201975229664","4.572201975229664","63","63","63","4.572162900771389","4.572162900771389","4.572162900771389","265","265","265","","","","","","","","","","","",""
"5320","4.5482718964302515","4.5482718964302515","4.5482718964302515","65","65","65","4.5482773998750785","4.5482773998750785","4.5482773998750785","267","267","267","","","","","","","","","","","",""
"5330","4.514205572947346","4.514205572947346","4.514205572947346","67","67","67","4.514205572947346","4.514205572947346","4.514205572947346","269","269","269","","","","","","","","","","","",""
"5340","4.577436851949687","4.577436851949687","4.577436851949687","69","69","69","4.57739364990779","4.57739364990779","4.57739364990779","271","271","271","","","","","","","","","","","",""
"5350","4.497611861275378","4.497611861275378","4.497611861275378","71","71","71","4.497603606108137","4.497603606108137","4.497603606108137","273","273","273","","","","","","","","","","","",""
"5360","4.554866949539417","4.554866949539417","4.554866949539417","73","73","73","4.554823747497521","4.554823747497521","4.554823747497521","275","275","275","","","","","","","","","","","",""
"5370","4.484451198486873","4.484451198486873","4.484451198486873","75","75","75","4.484390110249287","4.484390110249287","4.484390110249287","277","277","277","","","","","","","","","","","",""
"5380","4.576635825555028","4.576635825555028","4.576635825555028","77","77","77","4.576625093837615","4.576625093837615","4.576625093837615","279","279","279","","","","","","","","","","","",""
"5390","4.559445815635989","4.559445815635989","4.559445815635989","79","79","79","4.559497272845127","4.559497272845127","4.559497272845127","281","281","281","","","","","","","","","","","",""
"5400","4.5353619155536435","4.5353619155536435","4.5353619155536435","81","81","81","4.535408694834678","4.535408694834678","4.535408694834678","283","283","283","","","","","","","","","","","",""
"5410","4.5803228584172855","4.5803228584172855","4.5803228584172855","83","83","83","4.580342395646424","4.580342395646424","4.580342395646424","285","285","285","","","","","","","","","","","",""
"5420","4.549164830353531","4.549164830353531","4.549164830353531","85","85","85","4.549160427597669","4.549160427597669","4.549160427597669","287","287","287","","","","","","","","","","","",""
"5430","4.513226785284756","4.513226785284756","4.513226785284756","87","87","87","4.513129099139066","4.513129099139066","4.513129099139066","289","289","289","","","","","","","","","","","",""
"5440","4.488495955262925","4.488495955262925","4.488495955262925","89","89","89","4.488474767000339","4.488474767000339","4.488474767000339","291","291","291","","","","","","","","","","","",""
"5450","4.47912248803254","4.47912248803254","4.47912248803254","91","91","91","4.47903278188185","4.47903278188185","4.47903278188185","293","293","293","","","","","","","","","","","",""
"5460","4.592487948036476","4.592487948036476","4.592487948036476","93","93","93","4.592451350128372","4.592451350128372","4.592451350128372","295","295","295","","","","","","","","","","","",""
"5470","4.617162367748823","4.617162367748823","4.617162367748823","95","95","95","4.617147508447789","4.617147508447789","4.617147508447789","297","297","297","","","","","","","","","","","",""
"5480","4.5130322385101","4.5130322385101","4.5130322385101","97","97","97","4.513039392988375","4.513039392988375","4.513039392988375","299","299","299","","","","","","","","","","","",""
"5490","4.474401908231657","4.474401908231657","4.474401908231657","99","99","99","4.47446217095252","4.47446217095252","4.47446217095252","301","301","301","","","","","","","","","","","",""
"5500","0","0","0","102","102","102","","","","","","","","","","","","","","","","","",""
"5510","4.589148457715082","4.589148457715082","4.589148457715082","104","104","104","","","","","","","","","","","","","","","","","",""
"5520","4.538848347851935","4.538848347851935","4.538848347851935","106","106","106","","","","","","","","","","","","","","","","","",""
"5530","4.519114920905815","4.519114920905815","4.519114920905815","108","108","108","","","","","","","","","","","","","","","","","",""
"5540","4.506641363204038","4.506641363204038","4.506641363204038","110","110","110","","","","","","","","","","","","","","","","","",""
"5550","4.5029345179404014","4.5029345179404014","4.5029345179404014","112","112","112","","","","","","","","","","","","","","","","","",""
"5560","4.528268250343096","4.528268250343096","4.528268250343096","114","114","114","","","","","","","","","","","","","","","","","",""
"5570","4.5792092363564185","4.5792092363564185","4.5792092363564185","116","116","116","","","","","","","","","","","","","","","","","",""
"5580","4.522596675276002","4.522596675276002","4.522596675276002","118","118","118","","","","","","","","","","","","","","","","","",""
"5590","4.567704835288783","4.567704835288783","4.567704835288783","120","120","120","","","","","","","","","","","","","","","","","",""
"5600","4.430806645201987","4.430806645201987","4.430806645201987","122","122","122","","","","","","","","","","","","","","","","","",""
"5610","4.490234493483967","4.490234493483967","4.490234493483967","124","124","124","","","","","","","","","","","","","","","","","",""
"5620","4.542864211542642","4.542864211542642","4.542864211542642","126","126","126","","","","","","","","","","","","","","","","","",""
"5630","4.550800729328538","4.550800729328538","4.550800729328538","128","128","128","","","","","","","","","","","","","","","","","",""
"5640","4.4873281242705065","4.4873281242705065","4.4873281242705065","130","130","130","","","","","","","","","","","","","","","","","",""
"5650","4.564982556304806","4.564982556304806","4.564982556304806","132","132","132","","","","","","","","","","","","","","","","","",""
"5660","4.615563617026402","4.615563617026402","4.615563617026402","134","134","134","","","","","","","","","","","","","","","","","",""
"5670","4.557736445672534","4.557736445672534","4.557736445672534","136","136","136","","","","","","","","","","","","","","","","","",""
"5680","4.522445330543244","4.522445330543244","4.522445330543244","138","138","138","","","","","","","","","","","","","","","","","",""
"5690","4.458447146504175","4.458447146504175","4.458447146504175","140","140","140","","","","","","","","","","","","","","","","","",""
"5700","4.519970431404268","4.519970431404268","4.519970431404268","142","142","142","","","","","","","","","","","","","","","","","",""
"5710","4.545869092418517","4.545869092418517","4.545869092418517","144","144","144","","","","","","","","","","","","","","","","","",""
"5720","4.376706681857617","4.376706681857617","4.376706681857617","146","146","146","","","","","","","","","","","","","","","","","",""
"5730","4.538238290992794","4.538238290992794","4.538238290992794","148","148","148","","","","","","","","","","","","","","","","","",""
"5740","4.532751356499667","4.532751356499667","4.532751356499667","150","150","150","","","","","","","","","","","","","","","","","",""
"5750","4.574760801902262","4.574760801902262","4.574760801902262","152","152","152","","","","","","","","","","","","","","","","","",""
"5760","4.51290675996803","4.51290675996803","4.51290675996803","154","154","154","","","","","","","","","","","","","","","","","",""
"5770","4.502476631330744","4.502476631330744","4.502476631330744","156","156","156","","","","","","","","","","","","","","","","","",""
"5780","4.566575253237916","4.566575253237916","4.566575253237916","158","158","158","","","","","","","","","","","","","","","","","",""
"5790","4.499189148562971","4.499189148562971","4.499189148562971","160","160","160","","","","","","","","","","","","","","","","","",""
"5800","4.535147556377608","4.535147556377608","4.535147556377608","162","162","162","","","","","","","","","","","","","","","","","",""
"5810","4.540658706027977","4.540658706027977","4.540658706027977","164","164","164","","","","","","","","","","","","","","","","","",""
"5820","4.599962451629095","4.599962451629095","4.599962451629095","166","166","166","","","","","","","","","","","","","","","","","",""
"5830","4.4674458291418","4.4674458291418","4.4674458291418","168","168","168","","","","","","","","","","","","","","","","","",""
"5840","4.5528180170300985","4.5528180170300985","4.5528180170300985","170","170","170","","","","","","","","","","","","","","","","","",""
"5850","4.655482303738988","4.655482303738988","4.655482303738988","172","172","172","","","","","","","","","","","","","","","","","",""
"5860","4.539814752763663","4.539814752763663","4.539814752763663","174","174","174","","","","","","","","","","","","","","","","","",""
"5870","4.529857094864827","4.529857094864827","4.529857094864827","176","176","176","","","","","","","","","","","","","","","","","",""
"5880","4.529828201779482","4.529828201779482","4.529828201779482","178","178","178","","","","","","","","","","","","","","","","","",""
"5890","4.479416922330818","4.479416922330818","4.479416922330818","180","180","180","","","","","","","","","","","","","","","","","",""
"5900","4.509291547060773","4.509291547060773","4.509291547060773","182","182","182","","","","","","","","","","","","","","","","","",""
"5910","4.612434908641906","4.612434908641906","4.612434908641906","184","184","184","","","","","","","","","","","","","","","","","",""
"5920","4.557213893586152","4.557213893586152","4.557213893586152","186","186","186","","","","","","","","","","","","","","","","","",""
"5930","4.47111937856423","4.47111937856423","4.47111937856423","188","188","188","","","","","","","","","","","","","","","","","",""
"5940","4.557786251848223","4.557786251848223","4.557786251848223","190","190","190","","","","","","","","","","","","","","","","","",""
"5950","4.5678581062272325","4.5678581062272325","4.5678581062272325","192","192","192","","","","","","","","","","","","","","","","","",""
"5960","4.50613146904076","4.50613146904076","4.50613146904076","194","194","194","","","","","","","","","","","","","","","","","",""
"5970","4.4603078612003895","4.4603078612003895","4.4603078612003895","196","196","196","","","","","","","","","","","","","","","","","",""
"5980","4.483539828023421","4.483539828023421","4.483539828023421","198","198","198","","","","","","","","","","","","","","","","","",""
"5990","4.5023742672569504","4.5023742672569504","4.5023742672569504","200","200","200","","","","","","","","","","","","","","","","","",""
"6000","0","0","0","203","203","203","","","","","","","","","","","","","","","","","",""
"6010","4.617034687828823","4.617034687828823","4.617034687828823","205","205","205","","","","","","","","","","","","","","","","","",""
"6020","4.554926111571314","4.554926111571314","4.554926111571314","207","207","207","","","","","","","","","","","","","","","","","",""
"6030","4.5444035250609245","4.5444035250609245","4.5444035250609245","209","209","209","","","","","","","","","","","","","","","","","",""
"6040","4.61829387600538","4.61829387600538","4.61829387600538","211","211","211","","","","","","","","","","","","","","","","","",""
"6050","4.572741863167253","4.572741863167253","4.572741863167253","213","213","213","","","","","","","","","","","","","","","","","",""
"6060","4.524047658504802","4.524047658504802","4.524047658504802","215","215","215","","","","","","","","","","","","","","","","","",""
"6070","4.440605253545305","4.440605253545305","4.440605253545305","217","217","217","","","","","","","","","","","","","","","","","",""
"6080","4.544273643762993","4.544273643762993","4.544273643762993","219","219","219","","","","","","","","","","","","","","","","","",""
"6090","4.48411163594101","4.48411163594101","4.48411163594101","221","221","221","","","","","","","","","","","","","","","","","",""
"6100","4.42989224784388","4.42989224784388","4.42989224784388","223","223","223","","","","","","","","","","","","","","","","","",""
"6110","4.485792938335845","4.485792938335845","4.485792938335845","225","225","225","","","","","","","","","","","","","","","","","",""
"6120","4.620639444190908","4.620639444190908","4.620639444190908","227","227","227","","","","","","","","","","","","","","","","","",""
"6130","4.4880028466063715","4.4880028466063715","4.4880028466063715","229","229","229","","","","","","","","","","","","","","","","","",""
"6140","4.505666427952827","4.505666427952827","4.505666427952827","231","231","231","","","","","","","","","","","","","","","","","",""
"6150","4.562026931260138","4.562026931260138","4.562026931260138","233","233","233","","","","","","","","","","","","","","","","","",""
"6160","4.524620016766874","4.524620016766874","4.524620016766874","235","235","235","","","","","","","","","","","","","","","","","",""
"6170","4.520544715872028","4.520544715872028","4.520544715872028","237","237","237","","","","","","","","","","","","","","","","","",""
"6180","4.569385036994652","4.569385036994652","4.569385036994652","239","239","239","","","","","","","","","","","","","","","","","",""
"6190","4.490449403004486","4.490449403004486","4.490449403004486","241","241","241","","","","","","","","","","","","","","","","","",""
"6200","4.450257470256209","4.450257470256209","4.450257470256209","243","243","243","","","","","","","","","","","","","","","","","",""
"6210","4.443938139732906","4.443938139732906","4.443938139732906","245","245","245","","","","","","","","","","","","","","","","","",""
"6220","4.556521285054597","4.556521285054597","4.556521285054597","247","247","247","","","","","","","","","","","","","","","","","",""
"6230","4.64191631223893","4.64191631223893","4.64191631223893","249","249","249","","","","","","","","","","","","","","","","","",""
"6240","4.593164871750272","4.593164871750272","4.593164871750272","251","251","251","","","","","","","","","","","","","","","","","",""
"6250","4.5968188839435635","4.5968188839435635","4.5968188839435635","253","253","253","","","","","","","","","","","","","","","","","",""
"6260","4.461182358583497","4.461182358583497","4.461182358583497","255","255","255","","","","","","","","","","","","","","","","","",""
"6270","4.621873316521257","4.621873316521257","4.621873316521257","257","257","257","","","","","","","","","","","","","","","","","",""
"6280","4.591415051467333","4.591415051467333","4.591415051467333","259","259","259","","","","","","","","","","","","","","","","","",""
"6290","4.5455320064228255","4.5455320064228255","4.5455320064228255","261","261","261","","","","","","","","","","","","","","","","","",""
"6300","4.495342515800713","4.495342515800713","4.495342515800713","263","263","263","","","","","","","","","","","","","","","","","",""
"6310","4.530511729627071","4.530511729627071","4.530511729627071","265","265","265","","","","","","","","","","","","","","","","","",""
"6320","4.545461562329032","4.545461562329032","4.545461562329032","267","267","267","","","","","","","","","","","","","","","","","",""
"6330","4.5592108185418505","4.5592108185418505","4.5592108185418505","269","269","269","","","","","","","","","","","","","","","","","",""
"6340","4.530548327535175","4.530548327535175","4.530548327535175","271","271","271","","","","","","","","","","","","","","","","","",""
"6350","4.43858108653771","4.43858108653771","4.43858108653771","273","273","273","","","","","","","","","","","","","","","","","",""
"6360","4.522724080023762","4.522724080023762","4.522724080023762","275","275","275","","","","","","","","","","","","","","","","","",""