"train/global_step","glad-glitter-9 - train/ema_token_loss","glad-glitter-9 - train/ema_token_loss__MIN","glad-glitter-9 - train/ema_token_loss__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/ema_token_loss","sleek-moon-7 - train/ema_token_loss__MIN","sleek-moon-7 - train/ema_token_loss__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/ema_token_loss","magic-universe-6 - train/ema_token_loss__MIN","magic-universe-6 - train/ema_token_loss__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/ema_token_loss","visionary-oath-5 - train/ema_token_loss__MIN","visionary-oath-5 - train/ema_token_loss__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"2160","","","","","","","","","","","","","3.098353544302304","3.098353544302304","3.098353544302304","438","438","438","","","","","",""
"2170","","","","","","","","","","","","","3.1054502577431675","3.1054502577431675","3.1054502577431675","440","440","440","","","","","",""
"2180","","","","","","","","","","","","","3.1039219556016633","3.1039219556016633","3.1039219556016633","442","442","442","","","","","",""
"2190","","","","","","","","","","","","","3.1100425354626395","3.1100425354626395","3.1100425354626395","444","444","444","","","","","",""
"2200","","","","","","","","","","","","","3.1123702864634946","3.1123702864634946","3.1123702864634946","446","446","446","","","","","",""
"2210","","","","","","","","","","","","","3.1182183713425355","3.1182183713425355","3.1182183713425355","448","448","448","","","","","",""
"2220","","","","","","","","","","","","","3.1294509241618953","3.1294509241618953","3.1294509241618953","450","450","450","","","","","",""
"2230","","","","","","","","","","","","","3.126198863056741","3.126198863056741","3.126198863056741","452","452","452","","","","","",""
"2240","","","","","","","","","","","","","3.1239437571770927","3.1239437571770927","3.1239437571770927","454","454","454","","","","","",""
"2250","","","","","","","","","","","","","3.1290747682696862","3.1290747682696862","3.1290747682696862","456","456","456","","","","","",""
"2260","","","","","","","","","","","","","3.137755578796233","3.137755578796233","3.137755578796233","458","458","458","","","","","",""
"2270","","","","","","","","","","","","","3.144976648724227","3.144976648724227","3.144976648724227","460","460","460","","","","","",""
"2280","","","","","","","","","","","","","3.1415359601701636","3.1415359601701636","3.1415359601701636","462","462","462","","","","","",""
"2290","","","","","","","","","","","","","3.1372303103201395","3.1372303103201395","3.1372303103201395","464","464","464","","","","","",""
"2300","","","","","","","","","","","","","3.1399048508518463","3.1399048508518463","3.1399048508518463","466","466","466","","","","","",""
"2310","","","","","","","","","","","","","3.146300298689025","3.146300298689025","3.146300298689025","468","468","468","","","","","",""
"2320","","","","","","","","","","","","","3.1413830030425345","3.1413830030425345","3.1413830030425345","470","470","470","","","","","",""
"2330","","","","","","","","","","","","","3.143456574839111","3.143456574839111","3.143456574839111","472","472","472","","","","","",""
"2340","","","","","","","","","","","","","3.1459379284635984","3.1459379284635984","3.1459379284635984","474","474","474","","","","","",""
"2350","","","","","","","","","","","","","3.1429170878877466","3.1429170878877466","3.1429170878877466","476","476","476","","","","","",""
"2360","","","","","","","","","","","","","3.149463544382175","3.149463544382175","3.149463544382175","478","478","478","","","","","",""
"2370","","","","","","","","","","","","","3.145058476412463","3.145058476412463","3.145058476412463","480","480","480","","","","","",""
"2380","","","","","","","","","","","","","3.1498840267814705","3.1498840267814705","3.1498840267814705","482","482","482","","","","","",""
"2390","","","","","","","","","","","","","3.1457541407964387","3.1457541407964387","3.1457541407964387","484","484","484","","","","","",""
"2400","","","","","","","","","","","","","3.1520826573808574","3.1520826573808574","3.1520826573808574","486","486","486","","","","","",""
"2410","","","","","","","","","","","","","3.1515096112167464","3.1515096112167464","3.1515096112167464","488","488","488","","","","","",""
"2420","","","","","","","","","","","","","3.1528755072422885","3.1528755072422885","3.1528755072422885","490","490","490","","","","","",""
"2430","","","","","","","","","","","","","3.157301205724602","3.157301205724602","3.157301205724602","492","492","492","","","","","",""
"2440","","","","","","","","","","","","","3.158754350838177","3.158754350838177","3.158754350838177","494","494","494","","","","","",""
"2450","","","","","","","","","","","","","3.1557835597668102","3.1557835597668102","3.1557835597668102","496","496","496","","","","","",""
"2460","","","","","","","","","","","","","3.1579674833006273","3.1579674833006273","3.1579674833006273","498","498","498","","","","","",""
"2470","","","","","","","","","","","","","3.157078571884627","3.157078571884627","3.157078571884627","500","500","500","","","","","",""
"2480","","","","","","","","","","","","","3.154177378209348","3.154177378209348","3.154177378209348","502","502","502","","","","","",""
"2490","","","","","","","","","","","","","3.15163262241356","3.15163262241356","3.15163262241356","504","504","504","","","","","",""
"2500","","","","","","","","","","","","","2.836469360172204","2.836469360172204","2.836469360172204","507","507","507","","","","","",""
"2510","","","","","","","","","","","","","2.8720230161959996","2.8720230161959996","2.8720230161959996","509","509","509","","","","","",""
"2520","","","","","","","","","","","","","2.8996384483410482","2.8996384483410482","2.8996384483410482","511","511","511","","","","","",""
"2530","","","","","","","","","","","","","2.925161454245469","2.925161454245469","2.925161454245469","513","513","513","","","","","",""
"2540","","","","","","","","","","","","","2.9540884087965082","2.9540884087965082","2.9540884087965082","515","515","515","","","","","",""
"2550","","","","","","","","","","","","","2.9764590135650506","2.9764590135650506","2.9764590135650506","517","517","517","","","","","",""
"2560","","","","","","","","","","","","","2.9963418368789556","2.9963418368789556","2.9963418368789556","519","519","519","","","","","",""
"2570","","","","","","","","","","","","","3.0048669091725055","3.0048669091725055","3.0048669091725055","521","521","521","","","","","",""
"2580","","","","","","","","","","","","","3.0249216000911927","3.0249216000911927","3.0249216000911927","523","523","523","","","","","",""
"2590","","","","","","","","","","","","","3.0413271070132257","3.0413271070132257","3.0413271070132257","525","525","525","","","","","",""
"2600","","","","","","","","","","","","","3.0532776940413955","3.0532776940413955","3.0532776940413955","527","527","527","","","","","",""
"2610","","","","","","","","","","","","","3.071061611343799","3.071061611343799","3.071061611343799","529","529","529","","","","","",""
"2620","","","","","","","","","","","","","3.079362516554634","3.079362516554634","3.079362516554634","531","531","531","","","","","",""
"2630","","","","","","","","","","","","","3.088655764716065","3.088655764716065","3.088655764716065","533","533","533","","","","","",""
"2640","","","","","","","","","","","","","3.0921028484617437","3.0921028484617437","3.0921028484617437","535","535","535","","","","","",""
"2650","","","","","","","","","","","","","3.095620835099944","3.095620835099944","3.095620835099944","537","537","537","","","","","",""
"2660","","","","","","","","","","","","","3.111093541629012","3.111093541629012","3.111093541629012","539","539","539","","","","","",""
"2670","","","","","","","","","","","","","3.1140095132412573","3.1140095132412573","3.1140095132412573","541","541","541","","","","","",""
"2680","","","","","","","","","","","","","3.123665461941546","3.123665461941546","3.123665461941546","543","543","543","","","","","",""
"2690","","","","","","","","","","","","","3.123598720434891","3.123598720434891","3.123598720434891","545","545","545","","","","","",""
"2700","","","","","","","","","","","","","3.122740904513228","3.122740904513228","3.122740904513228","547","547","547","","","","","",""
"2710","","","","","","","","","","","","","3.123718862554337","3.123718862554337","3.123718862554337","549","549","549","","","","","",""
"2720","","","","","","","","","","","","","3.1254000730701437","3.1254000730701437","3.1254000730701437","551","551","551","","","","","",""
"2730","","","","","","","","","","","","","3.1320676577736273","3.1320676577736273","3.1320676577736273","553","553","553","","","","","",""
"2740","","","","","","","","","","","","","3.1394125735148193","3.1394125735148193","3.1394125735148193","555","555","555","","","","","",""
"2750","","","","","","","","","","","","","3.135160342042244","3.135160342042244","3.135160342042244","557","557","557","","","","","",""
"2760","","","","","","","","","","","","","3.134843732581672","3.134843732581672","3.134843732581672","559","559","559","","","","","",""
"2770","","","","","","","","","","","","","3.1375476756687197","3.1375476756687197","3.1375476756687197","561","561","561","","","","","",""
"2780","","","","","","","","","","","","","3.1364176296289474","3.1364176296289474","3.1364176296289474","563","563","563","","","","","",""
"2790","","","","","","","","","","","","","3.1384510871555547","3.1384510871555547","3.1384510871555547","565","565","565","","","","","",""
"2800","","","","","","","","","","","","","3.137604235123349","3.137604235123349","3.137604235123349","567","567","567","","","","","",""
"2810","","","","","","","","","","","","","3.137746571163016","3.137746571163016","3.137746571163016","569","569","569","","","","","",""
"2820","","","","","","","","","","","","","3.136312307113121","3.136312307113121","3.136312307113121","571","571","571","","","","","",""
"2830","","","","","","","","","","","","","3.136222870225051","3.136222870225051","3.136222870225051","573","573","573","","","","","",""
"2840","","","","","","","","","","","","","3.1355145922967846","3.1355145922967846","3.1355145922967846","575","575","575","","","","","",""
"2850","","","","","","","","","","","","","3.137203191966032","3.137203191966032","3.137203191966032","577","577","577","","","","","",""
"2860","","","","","","","","","","","","","3.144869477078511","3.144869477078511","3.144869477078511","579","579","579","","","","","",""
"2870","","","","","","","","","","","","","3.1516615210698786","3.1516615210698786","3.1516615210698786","581","581","581","","","","","",""
"2880","","","","","","","","","","","","","3.152679183965332","3.152679183965332","3.152679183965332","583","583","583","","","","","",""
"2890","","","","","","","","","","","","","3.145529170231885","3.145529170231885","3.145529170231885","585","585","585","","","","","",""
"2900","","","","","","","","","","","","","3.1512269551129934","3.1512269551129934","3.1512269551129934","587","587","587","","","","","",""
"2910","","","","","","","","","","","","","3.150435772052866","3.150435772052866","3.150435772052866","589","589","589","","","","","",""
"2920","","","","","","","","","","","","","3.151432500938888","3.151432500938888","3.151432500938888","591","591","591","","","","","",""
"2930","","","","","","","","","","","","","3.1488815283718545","3.1488815283718545","3.1488815283718545","593","593","593","","","","","",""
"2940","","","","","","","","","","","","","3.1536805131384287","3.1536805131384287","3.1536805131384287","595","595","595","","","","","",""
"2950","","","","","","","","","","","","","3.1520132522298594","3.1520132522298594","3.1520132522298594","597","597","597","","","","","",""
"2960","","","","","","","","","","","","","3.1543829185229866","3.1543829185229866","3.1543829185229866","599","599","599","","","","","",""
"2970","","","","","","","","","","","","","3.148470364433139","3.148470364433139","3.148470364433139","601","601","601","","","","","",""
"2980","","","","","","","","","","","","","3.154776091356524","3.154776091356524","3.154776091356524","603","603","603","","","","","",""
"2990","","","","","","","","","","","","","3.157116036694749","3.157116036694749","3.157116036694749","605","605","605","","","","","",""
"3000","","","","","","","","","","","","","2.841404433025274","2.841404433025274","2.841404433025274","608","608","608","","","","","",""
"3010","","","","","","","","","","","","","2.871555772101897","2.871555772101897","2.871555772101897","610","610","610","","","","","",""
"3020","","","","","","","","","","","","","2.908436754950301","2.908436754950301","2.908436754950301","612","612","612","","","","","",""
"3030","","","","","","","","","","","","","2.933588753588572","2.933588753588572","2.933588753588572","614","614","614","","","","","",""
"3040","","","","","","","","","","","","","2.9564158485361114","2.9564158485361114","2.9564158485361114","616","616","616","","","","","",""
"3050","","","","","","","","","","","","","2.975617155375615","2.975617155375615","2.975617155375615","618","618","618","","","","","",""
"3060","","","","","","","","","","","","","2.994184914477946","2.994184914477946","2.994184914477946","620","620","620","","","","","",""
"3070","","","","","","","","","","","","","3.019265095515503","3.019265095515503","3.019265095515503","622","622","622","","","","","",""
"3080","","","","","","","","","","","","","3.030331997981775","3.030331997981775","3.030331997981775","624","624","624","","","","","",""
"3090","","","","","","","","","","","","","3.04038103542725","3.04038103542725","3.04038103542725","626","626","626","","","","","",""
"3100","","","","","","","","","","","","","3.0482220899045447","3.0482220899045447","3.0482220899045447","628","628","628","","","","","",""
"3110","","","","","","","","","","","","","3.058454564599393","3.058454564599393","3.058454564599393","630","630","630","","","","","",""
"3120","","","","","","","","","","","","","3.059614628006397","3.059614628006397","3.059614628006397","632","632","632","","","","","",""
"3130","","","","","","","","","","","","","3.0686304486835407","3.0686304486835407","3.0686304486835407","634","634","634","","","","","",""
"3140","","","","","","","","","","","","","3.082319695685304","3.082319695685304","3.082319695685304","636","636","636","","","","","",""
"3150","","","","","","","","","","","","","3.0897706713682385","3.0897706713682385","3.0897706713682385","638","638","638","","","","","",""
"3160","","","","","","","","","","","","","3.0970738166337584","3.0970738166337584","3.0970738166337584","640","640","640","","","","","",""
"3170","","","","","","","","","","","","","3.0993436879305873","3.0993436879305873","3.0993436879305873","642","642","642","","","","","",""
"3180","","","","","","","","","","","","","3.1064023649444135","3.1064023649444135","3.1064023649444135","644","644","644","","","","","",""
"3190","","","","","","","","","","","","","3.1138946624770716","3.1138946624770716","3.1138946624770716","646","646","646","","","","","",""
"3200","","","","","","","","","","","","","3.1149785314954777","3.1149785314954777","3.1149785314954777","648","648","648","","","","","",""
"3210","","","","","","","","","","","","","3.118759799744856","3.118759799744856","3.118759799744856","650","650","650","","","","","",""
"3220","","","","","","","","","","","","","3.121401279639755","3.121401279639755","3.121401279639755","652","652","652","","","","","",""
"3230","","","","","","","","","","","","","3.120721188907225","3.120721188907225","3.120721188907225","654","654","654","","","","","",""
"3240","","","","","","","","","","","","","3.1178133461395494","3.1178133461395494","3.1178133461395494","656","656","656","","","","","",""
"3250","","","","","","","","","","","","","3.121248533742391","3.121248533742391","3.121248533742391","658","658","658","","","","","",""
"3260","","","","","","","","","","","","","3.125582000985828","3.125582000985828","3.125582000985828","660","660","660","","","","","",""
"3270","","","","","","","","","","","","","3.125429959334511","3.125429959334511","3.125429959334511","662","662","662","","","","","",""
"3280","","","","","","","","","","","","","3.1277828984596536","3.1277828984596536","3.1277828984596536","664","664","664","","","","","",""
"3290","","","","","","","","","","","","","3.1247164082352703","3.1247164082352703","3.1247164082352703","666","666","666","","","","","",""
"3300","","","","","","","","","","","","","3.124587125047241","3.124587125047241","3.124587125047241","668","668","668","","","","","",""
"3310","","","","","","","","","","","","","3.1206304762937376","3.1206304762937376","3.1206304762937376","670","670","670","","","","","",""
"3320","","","","","","","","","","","","","3.1253608513633386","3.1253608513633386","3.1253608513633386","672","672","672","","","","","",""
"3330","","","","","","","","","","","","","3.1342648144447782","3.1342648144447782","3.1342648144447782","674","674","674","","","","","",""
"3340","","","","","","","","","","","","","3.1333911856309156","3.1333911856309156","3.1333911856309156","676","676","676","","","","","",""
"3350","","","","","","","","","","","","","3.1387259066369158","3.1387259066369158","3.1387259066369158","678","678","678","","","","","",""
"3360","","","","","","","","","","","","","3.145039282464923","3.145039282464923","3.145039282464923","680","680","680","","","","","",""
"3370","","","","","","","","","","","","","3.146703891358323","3.146703891358323","3.146703891358323","682","682","682","","","","","",""
"3380","","","","","","","","","","","","","3.149092332483721","3.149092332483721","3.149092332483721","684","684","684","","","","","",""
"3390","","","","","","","","","","","","","3.149452111686521","3.149452111686521","3.149452111686521","686","686","686","","","","","",""
"3400","","","","","","","","","","","","","3.147181995122361","3.147181995122361","3.147181995122361","688","688","688","","","","","",""
"3410","","","","","","","","","","","","","3.14563790983742","3.14563790983742","3.14563790983742","690","690","690","","","","","",""
"3420","","","","","","","","","","","","","3.1411573364745276","3.1411573364745276","3.1411573364745276","692","692","692","","","","","",""
"3430","","","","","","","","","","","","","3.137070670820239","3.137070670820239","3.137070670820239","694","694","694","","","","","",""
"3440","","","","","","","","","","","","","3.1357362691434885","3.1357362691434885","3.1357362691434885","696","696","696","","","","","",""
"3450","","","","","","","","","","","","","3.139316973436415","3.139316973436415","3.139316973436415","698","698","698","","","","","",""
"3460","","","","","","","","","","","","","3.1380354225771487","3.1380354225771487","3.1380354225771487","700","700","700","","","","","",""
"3470","","","","","","","","","","","","","3.140553386819678","3.140553386819678","3.140553386819678","702","702","702","","","","","",""
"3480","","","","","","","","","","","","","3.138948380779312","3.138948380779312","3.138948380779312","704","704","704","","","","","",""
"3490","","","","","","","","","","","","","3.137799228278774","3.137799228278774","3.137799228278774","706","706","706","","","","","",""
"3500","","","","","","","","","","","","","2.8240193054508964","2.8240193054508964","2.8240193054508964","709","709","709","","","","","",""
"3510","","","","","","","","","","","","","2.850740337857467","2.850740337857467","2.850740337857467","711","711","711","","","","","",""
"3520","","","","","","","","","","","","","2.8785104851325114","2.8785104851325114","2.8785104851325114","713","713","713","","","","","",""
"3530","","","","","","","","","","","","","2.899220456516721","2.899220456516721","2.899220456516721","715","715","715","","","","","",""
"3540","","","","","","","","","","","","","2.9279174904548926","2.9279174904548926","2.9279174904548926","717","717","717","","","","","",""
"3550","","","","","","","","","","","","","2.954508599685771","2.954508599685771","2.954508599685771","719","719","719","","","","","",""
"3560","","","","","","","","","","","","","2.9734492764298404","2.9734492764298404","2.9734492764298404","721","721","721","","","","","",""
"3570","","","","","","","","","","","","","2.9939330803237216","2.9939330803237216","2.9939330803237216","723","723","723","","","","","",""
"3580","","","","","","","","","","","","","3.00945088984506","3.00945088984506","3.00945088984506","725","725","725","","","","","",""
"3590","","","","","","","","","","","","","3.0247466837340893","3.0247466837340893","3.0247466837340893","727","727","727","","","","","",""
"3600","","","","","","","","","","","","","3.0355027206219107","3.0355027206219107","3.0355027206219107","729","729","729","","","","","",""
"3610","","","","","","","","","","","","","3.0437173945436062","3.0437173945436062","3.0437173945436062","731","731","731","","","","","",""
"3620","","","","","","","","","","","","","3.0498378273304567","3.0498378273304567","3.0498378273304567","733","733","733","","","","","",""
"3630","","","","","","","","","","","","","3.0643708178212883","3.0643708178212883","3.0643708178212883","735","735","735","","","","","",""
"3640","","","","","","","","","","","","","3.0738896228799795","3.0738896228799795","3.0738896228799795","737","737","737","","","","","",""
"3650","","","","","","","","","","","","","3.074517494851015","3.074517494851015","3.074517494851015","739","739","739","","","","","",""
"3660","","","","","","","","","","","","","3.0805832967880327","3.0805832967880327","3.0805832967880327","741","741","741","","","","","",""
"3670","","","","","","","","","","","","","3.082791118537452","3.082791118537452","3.082791118537452","743","743","743","","","","","",""
"3680","","","","","","","","","","","","","3.0883697337344884","3.0883697337344884","3.0883697337344884","745","745","745","","","","","",""
"3690","","","","","","","","","","","","","3.0908886754306195","3.0908886754306195","3.0908886754306195","747","747","747","","","","","",""
"3700","","","","","","","","","","","","","3.095808749537948","3.095808749537948","3.095808749537948","749","749","749","","","","","",""
"3710","","","","","","","","","","","","","3.098130988903001","3.098130988903001","3.098130988903001","751","751","751","","","","","",""
"3720","","","","","","","","","","","","","3.10787418350025","3.10787418350025","3.10787418350025","753","753","753","","","","","",""
"3730","","","","","","","","","","","","","3.1114151495496394","3.1114151495496394","3.1114151495496394","755","755","755","","","","","",""
"3740","","","","","","","","","","","","","3.1187339274108377","3.1187339274108377","3.1187339274108377","757","757","757","","","","","",""
"3750","","","","","","","","","","","","","3.125479843141434","3.125479843141434","3.125479843141434","759","759","759","","","","","",""
"3760","","","","","","","","","","","","","3.131255814363179","3.131255814363179","3.131255814363179","761","761","761","","","","","",""
"3770","","","","","","","","","","","","","3.1315757056441464","3.1315757056441464","3.1315757056441464","763","763","763","","","","","",""
"3780","","","","","","","","","","","","","3.128308061990132","3.128308061990132","3.128308061990132","765","765","765","","","","","",""
"3790","","","","","","","","","","","","","3.1323243512806203","3.1323243512806203","3.1323243512806203","767","767","767","","","","","",""
"3800","","","","","","","","","","","","","3.131401810714326","3.131401810714326","3.131401810714326","769","769","769","","","","","",""
"3810","","","","","","","","","","","","","3.131609102787425","3.131609102787425","3.131609102787425","771","771","771","","","","","",""
"3820","","","","","","","","","","","","","3.130952007205948","3.130952007205948","3.130952007205948","773","773","773","","","","","",""
"3830","","","","","","","","","","","","","3.1319207942172866","3.1319207942172866","3.1319207942172866","775","775","775","","","","","",""
"3840","","","","","","","","","","","","","3.1418419655279797","3.1418419655279797","3.1418419655279797","777","777","777","","","","","",""
"3850","","","","","","","","","","","","","3.1465057685479354","3.1465057685479354","3.1465057685479354","779","779","779","","","","","",""
"3860","","","","","","","","","","","","","3.1497419066284444","3.1497419066284444","3.1497419066284444","781","781","781","","","","","",""
"3870","","","","","","","","","","","","","3.147158443962426","3.147158443962426","3.147158443962426","783","783","783","","","","","",""
"3880","","","","","","","","","","","","","3.150550414355002","3.150550414355002","3.150550414355002","785","785","785","","","","","",""
"3890","","","","","","","","","","","","","3.145252052454414","3.145252052454414","3.145252052454414","787","787","787","","","","","",""
"3900","","","","","","","","","","","","","3.1418727631940797","3.1418727631940797","3.1418727631940797","789","789","789","","","","","",""
"3910","","","","","","","","","","","","","3.144796750149818","3.144796750149818","3.144796750149818","791","791","791","","","","","",""
"3920","","","","","","","","","","","","","3.1469785665288796","3.1469785665288796","3.1469785665288796","793","793","793","","","","","",""
"3930","","","","","","","","","","","","","3.151385152472427","3.151385152472427","3.151385152472427","795","795","795","","","","","",""
"3940","","","","","","","","","","","","","3.1518490351438855","3.1518490351438855","3.1518490351438855","797","797","797","","","","","",""
"3950","","","","","","","","","","","","","3.153419502723247","3.153419502723247","3.153419502723247","799","799","799","","","","","",""
"3960","","","","","","","","","","","","","3.1536245418918405","3.1536245418918405","3.1536245418918405","801","801","801","","","","","",""
"3970","","","","","","","","","","","","","3.1456509274243363","3.1456509274243363","3.1456509274243363","803","803","803","","","","","",""
"3980","","","","","","","","","","","","","3.146792431056414","3.146792431056414","3.146792431056414","805","805","805","","","","","",""
"3990","","","","","","","","","","","","","3.1463690740286534","3.1463690740286534","3.1463690740286534","807","807","807","","","","","",""
"4000","","","","","","","","","","","","","2.831732166625788","2.831732166625788","2.831732166625788","810","810","810","","","","","",""
"4010","","","","","","","0.320843276977539","0.320843276977539","0.320843276977539","3","3","3","2.8694013877073496","2.8694013877073496","2.8694013877073496","812","812","812","","","","","",""
"4020","","","","","","","0.6119451370239257","0.6119451370239257","0.6119451370239257","5","5","5","2.905649153294525","2.905649153294525","2.905649153294525","814","814","814","","","","","",""
"4030","","","","","","","0.8628003173828124","0.8628003173828124","0.8628003173828124","7","7","7","2.927131891163315","2.927131891163315","2.927131891163315","816","816","816","","","","","",""
"4040","","","","","","","1.0914747000122067","1.0914747000122067","1.0914747000122067","9","9","9","2.9493677758384873","2.9493677758384873","2.9493677758384873","818","818","818","","","","","",""
"4050","","","","","","","1.3031454825744626","1.3031454825744626","1.3031454825744626","11","11","11","2.9752437576540527","2.9752437576540527","2.9752437576540527","820","820","820","","","","","",""
"4060","","","","","","","1.485893430502319","1.485893430502319","1.485893430502319","13","13","13","2.9907876573403076","2.9907876573403076","2.9907876573403076","822","822","822","","","","","",""
"4070","","","","","","","1.6484484966317745","1.6484484966317745","1.6484484966317745","15","15","15","3.0028509928941185","3.0028509928941185","3.0028509928941185","824","824","824","","","","","",""
"4080","","","","","","","1.8024209382283627","1.8024209382283627","1.8024209382283627","17","17","17","3.0213830704235543","3.0213830704235543","3.0213830704235543","826","826","826","","","","","",""
"4090","","","","","","","1.9400857390893642","1.9400857390893642","1.9400857390893642","19","19","19","3.037149941451267","3.037149941451267","3.037149941451267","828","828","828","","","","","",""
"4100","","","","","","","2.061925382190926","2.061925382190926","2.061925382190926","21","21","21","3.049288790995105","3.049288790995105","3.049288790995105","830","830","830","","","","","",""
"4110","","","","","","","2.1682523180013744","2.1682523180013744","2.1682523180013744","23","23","23","3.0568829145201066","3.0568829145201066","3.0568829145201066","832","832","832","","","","","",""
"4120","","","","","","","2.263908584919499","2.263908584919499","2.263908584919499","25","25","25","3.0636767130644342","3.0636767130644342","3.0636767130644342","834","834","834","","","","","",""
"4130","","","","","","","2.3476221919121683","2.3476221919121683","2.3476221919121683","27","27","27","3.0674121720985674","3.0674121720985674","3.0674121720985674","836","836","836","","","","","",""
"4140","","","","","","","2.428933695560307","2.428933695560307","2.428933695560307","29","29","29","3.0767420074399805","3.0767420074399805","3.0767420074399805","838","838","838","","","","","",""
"4150","","","","","","","2.4968167504122354","2.4968167504122354","2.4968167504122354","31","31","31","3.0798415608158556","3.0798415608158556","3.0798415608158556","840","840","840","","","","","",""
"4160","","","","","","","2.553258103172525","2.553258103172525","2.553258103172525","33","33","33","3.077975873972551","3.077975873972551","3.077975873972551","842","842","842","","","","","",""
"4170","","","","","","","2.607926856911669","2.607926856911669","2.607926856911669","35","35","35","3.080173308395364","3.080173308395364","3.080173308395364","844","844","844","","","","","",""
"4180","","","","","","","2.664351425859174","2.664351425859174","2.664351425859174","37","37","37","3.0893700659957695","3.0893700659957695","3.0893700659957695","846","846","846","","","","","",""
"4190","","","","","","","2.71197107758478","2.71197107758478","2.71197107758478","39","39","39","3.094491744698927","3.094491744698927","3.094491744698927","848","848","848","","","","","",""
"4200","","","","","","","2.7567102109762045","2.7567102109762045","2.7567102109762045","41","41","41","3.1009799748616027","3.1009799748616027","3.1009799748616027","850","850","850","","","","","",""
"4210","","","","","","","2.7950058074628124","2.7950058074628124","2.7950058074628124","43","43","43","3.104847622211868","3.104847622211868","3.104847622211868","852","852","852","","","","","",""
"4220","","","","","","","2.8294967733473904","2.8294967733473904","2.8294967733473904","45","45","45","3.108357038762654","3.108357038762654","3.108357038762654","854","854","854","","","","","",""
"4230","","","","","","","2.8638862111554735","2.8638862111554735","2.8638862111554735","47","47","47","3.114855719804601","3.114855719804601","3.114855719804601","856","856","856","","","","","",""
"4240","","","","","","","2.888336499189096","2.888336499189096","2.888336499189096","49","49","49","3.1142080270050494","3.1142080270050494","3.1142080270050494","858","858","858","","","","","",""
"4250","","","","","","","2.909091682125411","2.909091682125411","2.909091682125411","51","51","51","3.1123762288211463","3.1123762288211463","3.1123762288211463","860","860","860","","","","","",""
"4260","","","","","","","2.928204009731962","2.928204009731962","2.928204009731962","53","53","53","3.111162638531805","3.111162638531805","3.111162638531805","862","862","862","","","","","",""
"4270","","","","","","","2.9513408116701427","2.9513408116701427","2.9513408116701427","55","55","55","3.11600722062589","3.11600722062589","3.11600722062589","864","864","864","","","","","",""
"4280","","","","","","","2.9652945982399452","2.9652945982399452","2.9652945982399452","57","57","57","3.113494518888008","3.113494518888008","3.113494518888008","866","866","866","","","","","",""
"4290","","","","","","","2.9766169107243003","2.9766169107243003","2.9766169107243003","59","59","59","3.1099963815438847","3.1099963815438847","3.1099963815438847","868","868","868","","","","","",""
"4300","","","","","","","2.989064682389907","2.989064682389907","2.989064682389907","61","61","61","3.109107789226899","3.109107789226899","3.109107789226899","870","870","870","","","","","",""
"4310","","","","","","","3.001041392861854","3.001041392861854","3.001041392861854","63","63","63","3.109076565052744","3.109076565052744","3.109076565052744","872","872","872","","","","","",""
"4320","","","","","","","3.0117737976125336","3.0117737976125336","3.0117737976125336","65","65","65","3.109019357155868","3.109019357155868","3.109019357155868","874","874","874","","","","","",""
"4330","","","","","","","3.0296566481064073","3.0296566481064073","3.0296566481064073","67","67","67","3.117179559044041","3.117179559044041","3.117179559044041","876","876","876","","","","","",""
