"train/global_step","glad-glitter-9 - train/sequence_loss","glad-glitter-9 - train/sequence_loss__MIN","glad-glitter-9 - train/sequence_loss__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/sequence_loss","sleek-moon-7 - train/sequence_loss__MIN","sleek-moon-7 - train/sequence_loss__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/sequence_loss","magic-universe-6 - train/sequence_loss__MIN","magic-universe-6 - train/sequence_loss__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/sequence_loss","visionary-oath-5 - train/sequence_loss__MIN","visionary-oath-5 - train/sequence_loss__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"4340","","","","","","","3.155576705932617","3.155576705932617","3.155576705932617","69","69","69","3.155590057373047","3.155590057373047","3.155590057373047","878","878","878","","","","","",""
"4350","","","","","","","3.181056785583496","3.181056785583496","3.181056785583496","71","71","71","3.181076240539551","3.181076240539551","3.181076240539551","880","880","880","","","","","",""
"4360","","","","","","","3.09134464263916","3.09134464263916","3.09134464263916","73","73","73","3.091320037841797","3.091320037841797","3.091320037841797","882","882","882","","","","","",""
"4370","","","","","","","3.122892951965332","3.122892951965332","3.122892951965332","75","75","75","3.1229381561279297","3.1229381561279297","3.1229381561279297","884","884","884","","","","","",""
"4380","","","","","","","3.1262514114379885","3.1262514114379885","3.1262514114379885","77","77","77","3.1262075424194338","3.1262075424194338","3.1262075424194338","886","886","886","","","","","",""
"4390","","","","","","","3.151405143737793","3.151405143737793","3.151405143737793","79","79","79","3.15133113861084","3.15133113861084","3.15133113861084","888","888","888","","","","","",""
"4400","","","","","","","3.104968452453613","3.104968452453613","3.104968452453613","81","81","81","3.1049755096435545","3.1049755096435545","3.1049755096435545","890","890","890","","","","","",""
"4410","","","","","","","3.193440055847168","3.193440055847168","3.193440055847168","83","83","83","3.1933698654174805","3.1933698654174805","3.1933698654174805","892","892","892","","","","","",""
"4420","","","","","","","3.0853017807006835","3.0853017807006835","3.0853017807006835","85","85","85","3.085333251953125","3.085333251953125","3.085333251953125","894","894","894","","","","","",""
"4430","","","","","","","3.1365581512451173","3.1365581512451173","3.1365581512451173","87","87","87","3.136495590209961","3.136495590209961","3.136495590209961","896","896","896","","","","","",""
"4440","","","","","","","3.129537582397461","3.129537582397461","3.129537582397461","89","89","89","3.1296056747436523","3.1296056747436523","3.1296056747436523","898","898","898","","","","","",""
"4450","","","","","","","3.121307373046875","3.121307373046875","3.121307373046875","91","91","91","3.121266555786133","3.121266555786133","3.121266555786133","900","900","900","","","","","",""
"4460","","","","","","","3.177220344543457","3.177220344543457","3.177220344543457","93","93","93","3.17728214263916","3.17728214263916","3.17728214263916","902","902","902","","","","","",""
"4470","","","","","","","3.1804922103881834","3.1804922103881834","3.1804922103881834","95","95","95","3.180537223815918","3.180537223815918","3.180537223815918","904","904","904","","","","","",""
"4480","","","","","","","3.178654670715332","3.178654670715332","3.178654670715332","97","97","97","3.178621292114258","3.178621292114258","3.178621292114258","906","906","906","","","","","",""
"4490","","","","","","","3.1257152557373047","3.1257152557373047","3.1257152557373047","99","99","99","3.1256998062133787","3.1256998062133787","3.1256998062133787","908","908","908","","","","","",""
"4500","","","","","","","0","0","0","102","102","102","0","0","0","911","911","911","","","","","",""
"4510","","","","","","","3.212865447998047","3.212865447998047","3.212865447998047","104","104","104","3.2128395080566405","3.2128395080566405","3.2128395080566405","913","913","913","","","","","",""
"4520","","","","","","","3.0721624374389647","3.0721624374389647","3.0721624374389647","106","106","106","3.0721624374389647","3.0721624374389647","3.0721624374389647","915","915","915","","","","","",""
"4530","","","","","","","3.037754249572754","3.037754249572754","3.037754249572754","108","108","108","3.0377845764160156","3.0377845764160156","3.0377845764160156","917","917","917","","","","","",""
"4540","","","","","","","3.174891471862793","3.174891471862793","3.174891471862793","110","110","110","3.174882507324219","3.174882507324219","3.174882507324219","919","919","919","","","","","",""
"4550","","","","","","","3.1234773635864257","3.1234773635864257","3.1234773635864257","112","112","112","3.1235260009765624","3.1235260009765624","3.1235260009765624","921","921","921","","","","","",""
"4560","","","","","","","3.0887052536010744","3.0887052536010744","3.0887052536010744","114","114","114","3.088690185546875","3.088690185546875","3.088690185546875","923","923","923","","","","","",""
"4570","","","","","","","3.127597999572754","3.127597999572754","3.127597999572754","116","116","116","3.1275941848754885","3.1275941848754885","3.1275941848754885","925","925","925","","","","","",""
"4580","","","","","","","3.1620208740234377","3.1620208740234377","3.1620208740234377","118","118","118","3.162021446228027","3.162021446228027","3.162021446228027","927","927","927","","","","","",""
"4590","","","","","","","3.106830596923828","3.106830596923828","3.106830596923828","120","120","120","","","","","","","","","","","",""
"4600","","","","","","","3.1154991149902345","3.1154991149902345","3.1154991149902345","122","122","122","","","","","","","","","","","",""
"4610","","","","","","","3.170668029785156","3.170668029785156","3.170668029785156","124","124","124","","","","","","","","","","","",""
"4620","","","","","","","3.094353675842285","3.094353675842285","3.094353675842285","126","126","126","","","","","","","","","","","",""
"4630","","","","","","","3.0327531814575197","3.0327531814575197","3.0327531814575197","128","128","128","","","","","","","","","","","",""
"4640","","","","","","","3.1043882369995117","3.1043882369995117","3.1043882369995117","130","130","130","","","","","","","","","","","",""
"4650","","","","","","","3.1285533905029297","3.1285533905029297","3.1285533905029297","132","132","132","","","","","","","","","","","",""
"4660","","","","","","","3.136318588256836","3.136318588256836","3.136318588256836","134","134","134","","","","","","","","","","","",""
"4670","","","","","","","3.1531612396240236","3.1531612396240236","3.1531612396240236","136","136","136","","","","","","","","","","","",""
"4680","","","","","","","3.1371007919311524","3.1371007919311524","3.1371007919311524","138","138","138","","","","","","","","","","","",""
"4690","","","","","","","3.133095359802246","3.133095359802246","3.133095359802246","140","140","140","","","","","","","","","","","",""
"4700","","","","","","","3.12396183013916","3.12396183013916","3.12396183013916","142","142","142","","","","","","","","","","","",""
"4710","","","","","","","3.1401329040527344","3.1401329040527344","3.1401329040527344","144","144","144","","","","","","","","","","","",""
"4720","","","","","","","3.073040771484375","3.073040771484375","3.073040771484375","146","146","146","","","","","","","","","","","",""
"4730","","","","","","","3.0539684295654297","3.0539684295654297","3.0539684295654297","148","148","148","","","","","","","","","","","",""
"4740","","","","","","","3.1066190719604494","3.1066190719604494","3.1066190719604494","150","150","150","","","","","","","","","","","",""
"4750","","","","","","","3.1318008422851564","3.1318008422851564","3.1318008422851564","152","152","152","","","","","","","","","","","",""
"4760","","","","","","","3.0982328414916993","3.0982328414916993","3.0982328414916993","154","154","154","","","","","","","","","","","",""
"4770","","","","","","","3.132067108154297","3.132067108154297","3.132067108154297","156","156","156","","","","","","","","","","","",""
"4780","","","","","","","3.0930185317993164","3.0930185317993164","3.0930185317993164","158","158","158","","","","","","","","","","","",""
"4790","","","","","","","3.1729578018188476","3.1729578018188476","3.1729578018188476","160","160","160","","","","","","","","","","","",""
"4800","","","","","","","3.0921173095703125","3.0921173095703125","3.0921173095703125","162","162","162","","","","","","","","","","","",""
"4810","","","","","","","3.169831657409668","3.169831657409668","3.169831657409668","164","164","164","","","","","","","","","","","",""
"4820","","","","","","","3.134449577331543","3.134449577331543","3.134449577331543","166","166","166","","","","","","","","","","","",""
"4830","","","","","","","3.172341156005859","3.172341156005859","3.172341156005859","168","168","168","","","","","","","","","","","",""
"4840","","","","","","","3.175539970397949","3.175539970397949","3.175539970397949","170","170","170","","","","","","","","","","","",""
"4850","","","","","","","3.115635871887207","3.115635871887207","3.115635871887207","172","172","172","","","","","","","","","","","",""
"4860","","","","","","","3.0751630783081056","3.0751630783081056","3.0751630783081056","174","174","174","","","","","","","","","","","",""
"4870","","","","","","","3.203510284423828","3.203510284423828","3.203510284423828","176","176","176","","","","","","","","","","","",""
"4880","","","","","","","3.1640039443969727","3.1640039443969727","3.1640039443969727","178","178","178","","","","","","","","","","","",""
"4890","","","","","","","3.1187711715698243","3.1187711715698243","3.1187711715698243","180","180","180","","","","","","","","","","","",""
"4900","","","","","","","3.1122608184814453","3.1122608184814453","3.1122608184814453","182","182","182","","","","","","","","","","","",""
"4910","","","","","","","3.1729602813720703","3.1729602813720703","3.1729602813720703","184","184","184","","","","","","","","","","","",""
"4920","","","","","","","3.11190128326416","3.11190128326416","3.11190128326416","186","186","186","","","","","","","","","","","",""
"4930","","","","","","","3.1434293746948243","3.1434293746948243","3.1434293746948243","188","188","188","","","","","","","","","","","",""
"4940","","","","","","","3.1611791610717774","3.1611791610717774","3.1611791610717774","190","190","190","","","","","","","","","","","",""
"4950","","","","","","","3.201802444458008","3.201802444458008","3.201802444458008","192","192","192","","","","","","","","","","","",""
"4960","","","","","","","3.110693168640137","3.110693168640137","3.110693168640137","194","194","194","","","","","","","","","","","",""
"4970","","","","","","","3.172444725036621","3.172444725036621","3.172444725036621","196","196","196","","","","","","","","","","","",""
"4980","","","","","","","3.0714683532714844","3.0714683532714844","3.0714683532714844","198","198","198","","","","","","","","","","","",""
"4990","","","","","","","3.1389984130859374","3.1389984130859374","3.1389984130859374","200","200","200","","","","","","","","","","","",""
"5000","","","","","","","0","0","0","203","203","203","","","","","","","","","","","",""
"5010","3.1319692611694334","3.1319692611694334","3.1319692611694334","3","3","3","3.1319610595703127","3.1319610595703127","3.1319610595703127","205","205","205","","","","","","","","","","","",""
"5020","3.10284481048584","3.10284481048584","3.10284481048584","5","5","5","3.102914047241211","3.102914047241211","3.102914047241211","207","207","207","","","","","","","","","","","",""
"5030","3.1008224487304688","3.1008224487304688","3.1008224487304688","7","7","7","3.1008358001708984","3.1008358001708984","3.1008358001708984","209","209","209","","","","","","","","","","","",""
"5040","3.0921586990356444","3.0921586990356444","3.0921586990356444","9","9","9","3.0920719146728515","3.0920719146728515","3.0920719146728515","211","211","211","","","","","","","","","","","",""
"5050","3.1761968612670897","3.1761968612670897","3.1761968612670897","11","11","11","3.1762231826782226","3.1762231826782226","3.1762231826782226","213","213","213","","","","","","","","","","","",""
"5060","3.0957096099853514","3.0957096099853514","3.0957096099853514","13","13","13","3.095747375488281","3.095747375488281","3.095747375488281","215","215","215","","","","","","","","","","","",""
"5070","3.1907470703125","3.1907470703125","3.1907470703125","15","15","15","3.190813446044922","3.190813446044922","3.190813446044922","217","217","217","","","","","","","","","","","",""
"5080","3.204481506347656","3.204481506347656","3.204481506347656","17","17","17","3.2045318603515627","3.2045318603515627","3.2045318603515627","219","219","219","","","","","","","","","","","",""
"5090","3.1639022827148438","3.1639022827148438","3.1639022827148438","19","19","19","3.163970184326172","3.163970184326172","3.163970184326172","221","221","221","","","","","","","","","","","",""
"5100","3.1732662200927733","3.1732662200927733","3.1732662200927733","21","21","21","3.173267936706543","3.173267936706543","3.173267936706543","223","223","223","","","","","","","","","","","",""
"5110","3.0795318603515627","3.0795318603515627","3.0795318603515627","23","23","23","3.079489898681641","3.079489898681641","3.079489898681641","225","225","225","","","","","","","","","","","",""
"5120","3.140313720703125","3.140313720703125","3.140313720703125","25","25","25","3.1402891159057615","3.1402891159057615","3.1402891159057615","227","227","227","","","","","","","","","","","",""
"5130","3.2138179779052733","3.2138179779052733","3.2138179779052733","27","27","27","3.213802719116211","3.213802719116211","3.213802719116211","229","229","229","","","","","","","","","","","",""
"5140","3.159805107116699","3.159805107116699","3.159805107116699","29","29","29","3.159806823730469","3.159806823730469","3.159806823730469","231","231","231","","","","","","","","","","","",""
"5150","3.146035003662109","3.146035003662109","3.146035003662109","31","31","31","3.1460084915161133","3.1460084915161133","3.1460084915161133","233","233","233","","","","","","","","","","","",""
"5160","3.131927490234375","3.131927490234375","3.131927490234375","33","33","33","3.131913185119629","3.131913185119629","3.131913185119629","235","235","235","","","","","","","","","","","",""
"5170","3.1099222183227537","3.1099222183227537","3.1099222183227537","35","35","35","3.1098917007446287","3.1098917007446287","3.1098917007446287","237","237","237","","","","","","","","","","","",""
"5180","3.1517736434936525","3.1517736434936525","3.1517736434936525","37","37","37","3.1517120361328126","3.1517120361328126","3.1517120361328126","239","239","239","","","","","","","","","","","",""
"5190","3.1332345962524415","3.1332345962524415","3.1332345962524415","39","39","39","3.1332609176635744","3.1332609176635744","3.1332609176635744","241","241","241","","","","","","","","","","","",""
"5200","3.1582172393798826","3.1582172393798826","3.1582172393798826","41","41","41","3.1582530975341796","3.1582530975341796","3.1582530975341796","243","243","243","","","","","","","","","","","",""
"5210","3.1625349044799806","3.1625349044799806","3.1625349044799806","43","43","43","3.162533187866211","3.162533187866211","3.162533187866211","245","245","245","","","","","","","","","","","",""
"5220","3.1761142730712892","3.1761142730712892","3.1761142730712892","45","45","45","3.1761207580566406","3.1761207580566406","3.1761207580566406","247","247","247","","","","","","","","","","","",""
"5230","3.140399932861328","3.140399932861328","3.140399932861328","47","47","47","3.1404272079467774","3.1404272079467774","3.1404272079467774","249","249","249","","","","","","","","","","","",""
"5240","3.1551456451416016","3.1551456451416016","3.1551456451416016","49","49","49","3.1552331924438475","3.1552331924438475","3.1552331924438475","251","251","251","","","","","","","","","","","",""
"5250","3.1404897689819338","3.1404897689819338","3.1404897689819338","51","51","51","3.140488624572754","3.140488624572754","3.140488624572754","253","253","253","","","","","","","","","","","",""
"5260","3.2200942993164063","3.2200942993164063","3.2200942993164063","53","53","53","3.220083999633789","3.220083999633789","3.220083999633789","255","255","255","","","","","","","","","","","",""
"5270","3.1589725494384764","3.1589725494384764","3.1589725494384764","55","55","55","3.1590190887451173","3.1590190887451173","3.1590190887451173","257","257","257","","","","","","","","","","","",""
"5280","3.083546447753906","3.083546447753906","3.083546447753906","57","57","57","3.083575439453125","3.083575439453125","3.083575439453125","259","259","259","","","","","","","","","","","",""
"5290","3.131574249267578","3.131574249267578","3.131574249267578","59","59","59","3.1315614700317385","3.1315614700317385","3.1315614700317385","261","261","261","","","","","","","","","","","",""
"5300","3.1811052322387696","3.1811052322387696","3.1811052322387696","61","61","61","3.1811010360717775","3.1811010360717775","3.1811010360717775","263","263","263","","","","","","","","","","","",""
"5310","3.1692089080810546","3.1692089080810546","3.1692089080810546","63","63","63","3.1691818237304688","3.1691818237304688","3.1691818237304688","265","265","265","","","","","","","","","","","",""
"5320","3.152621841430664","3.152621841430664","3.152621841430664","65","65","65","3.1526256561279298","3.1526256561279298","3.1526256561279298","267","267","267","","","","","","","","","","","",""
"5330","3.1290088653564454","3.1290088653564454","3.1290088653564454","67","67","67","3.1290088653564454","3.1290088653564454","3.1290088653564454","269","269","269","","","","","","","","","","","",""
"5340","3.1728374481201174","3.1728374481201174","3.1728374481201174","69","69","69","3.172807502746582","3.172807502746582","3.172807502746582","271","271","271","","","","","","","","","","","",""
"5350","3.117506980895996","3.117506980895996","3.117506980895996","71","71","71","3.1175012588500977","3.1175012588500977","3.1175012588500977","273","273","273","","","","","","","","","","","",""
"5360","3.157193183898926","3.157193183898926","3.157193183898926","73","73","73","3.1571632385253907","3.1571632385253907","3.1571632385253907","275","275","275","","","","","","","","","","","",""
"5370","3.108384704589844","3.108384704589844","3.108384704589844","75","75","75","3.1083423614501955","3.1083423614501955","3.1083423614501955","277","277","277","","","","","","","","","","","",""
"5380","3.1722822189331055","3.1722822189331055","3.1722822189331055","77","77","77","3.1722747802734377","3.1722747802734377","3.1722747802734377","279","279","279","","","","","","","","","","","",""
"5390","3.160367012023926","3.160367012023926","3.160367012023926","79","79","79","3.1604026794433593","3.1604026794433593","3.1604026794433593","281","281","281","","","","","","","","","","","",""
"5400","3.143673324584961","3.143673324584961","3.143673324584961","81","81","81","3.1437057495117187","3.1437057495117187","3.1437057495117187","283","283","283","","","","","","","","","","","",""
"5410","3.1748378753662108","3.1748378753662108","3.1748378753662108","83","83","83","3.174851417541504","3.174851417541504","3.174851417541504","285","285","285","","","","","","","","","","","",""
"5420","3.153240776062012","3.153240776062012","3.153240776062012","85","85","85","3.153237724304199","3.153237724304199","3.153237724304199","287","287","287","","","","","","","","","","","",""
"5430","3.128330421447754","3.128330421447754","3.128330421447754","87","87","87","3.1282627105712892","3.1282627105712892","3.1282627105712892","289","289","289","","","","","","","","","","","",""
"5440","3.1111883163452148","3.1111883163452148","3.1111883163452148","89","89","89","3.111173629760742","3.111173629760742","3.111173629760742","291","291","291","","","","","","","","","","","",""
"5450","3.1046911239624024","3.1046911239624024","3.1046911239624024","91","91","91","3.1046289443969726","3.1046289443969726","3.1046289443969726","293","293","293","","","","","","","","","","","",""
"5460","3.183270072937012","3.183270072937012","3.183270072937012","93","93","93","3.1832447052001953","3.1832447052001953","3.1832447052001953","295","295","295","","","","","","","","","","","",""
"5470","3.200373077392578","3.200373077392578","3.200373077392578","95","95","95","3.200362777709961","3.200362777709961","3.200362777709961","297","297","297","","","","","","","","","","","",""
"5480","3.128195571899414","3.128195571899414","3.128195571899414","97","97","97","3.1282005310058594","3.1282005310058594","3.1282005310058594","299","299","299","","","","","","","","","","","",""
"5490","3.1014190673828126","3.1014190673828126","3.1014190673828126","99","99","99","3.101460838317871","3.101460838317871","3.101460838317871","301","301","301","","","","","","","","","","","",""
"5500","0","0","0","102","102","102","","","","","","","","","","","","","","","","","",""
"5510","3.1809553146362304","3.1809553146362304","3.1809553146362304","104","104","104","","","","","","","","","","","","","","","","","",""
"5520","3.1460899353027343","3.1460899353027343","3.1460899353027343","106","106","106","","","","","","","","","","","","","","","","","",""
"5530","3.132411766052246","3.132411766052246","3.132411766052246","108","108","108","","","","","","","","","","","","","","","","","",""
"5540","3.123765754699707","3.123765754699707","3.123765754699707","110","110","110","","","","","","","","","","","","","","","","","",""
"5550","3.1211963653564454","3.1211963653564454","3.1211963653564454","112","112","112","","","","","","","","","","","","","","","","","",""
"5560","3.1387563705444337","3.1387563705444337","3.1387563705444337","114","114","114","","","","","","","","","","","","","","","","","",""
"5570","3.1740659713745116","3.1740659713745116","3.1740659713745116","116","116","116","","","","","","","","","","","","","","","","","",""
"5580","3.1348251342773437","3.1348251342773437","3.1348251342773437","118","118","118","","","","","","","","","","","","","","","","","",""
"5590","3.166091728210449","3.166091728210449","3.166091728210449","120","120","120","","","","","","","","","","","","","","","","","",""
"5600","3.071201133728027","3.071201133728027","3.071201133728027","122","122","122","","","","","","","","","","","","","","","","","",""
"5610","3.112393379211426","3.112393379211426","3.112393379211426","124","124","124","","","","","","","","","","","","","","","","","",""
"5620","3.148873519897461","3.148873519897461","3.148873519897461","126","126","126","","","","","","","","","","","","","","","","","",""
"5630","3.154374694824219","3.154374694824219","3.154374694824219","128","128","128","","","","","","","","","","","","","","","","","",""
"5640","3.1103788375854493","3.1103788375854493","3.1103788375854493","130","130","130","","","","","","","","","","","","","","","","","",""
"5650","3.164204788208008","3.164204788208008","3.164204788208008","132","132","132","","","","","","","","","","","","","","","","","",""
"5660","3.199264907836914","3.199264907836914","3.199264907836914","134","134","134","","","","","","","","","","","","","","","","","",""
"5670","3.1591821670532227","3.1591821670532227","3.1591821670532227","136","136","136","","","","","","","","","","","","","","","","","",""
"5680","3.134720230102539","3.134720230102539","3.134720230102539","138","138","138","","","","","","","","","","","","","","","","","",""
"5690","3.0903600692749023","3.0903600692749023","3.0903600692749023","140","140","140","","","","","","","","","","","","","","","","","",""
"5700","3.1330047607421876","3.1330047607421876","3.1330047607421876","142","142","142","","","","","","","","","","","","","","","","","",""
"5710","3.1509563446044924","3.1509563446044924","3.1509563446044924","144","144","144","","","","","","","","","","","","","","","","","",""
"5720","3.0337018966674805","3.0337018966674805","3.0337018966674805","146","146","146","","","","","","","","","","","","","","","","","",""
"5730","3.14566707611084","3.14566707611084","3.14566707611084","148","148","148","","","","","","","","","","","","","","","","","",""
"5740","3.1418638229370117","3.1418638229370117","3.1418638229370117","150","150","150","","","","","","","","","","","","","","","","","",""
"5750","3.170982551574707","3.170982551574707","3.170982551574707","152","152","152","","","","","","","","","","","","","","","","","",""
"5760","3.128108596801758","3.128108596801758","3.128108596801758","154","154","154","","","","","","","","","","","","","","","","","",""
"5770","3.120878982543945","3.120878982543945","3.120878982543945","156","156","156","","","","","","","","","","","","","","","","","",""
"5780","3.1653087615966795","3.1653087615966795","3.1653087615966795","158","158","158","","","","","","","","","","","","","","","","","",""
"5790","3.118600273132324","3.118600273132324","3.118600273132324","160","160","160","","","","","","","","","","","","","","","","","",""
"5800","3.143524742126465","3.143524742126465","3.143524742126465","162","162","162","","","","","","","","","","","","","","","","","",""
"5810","3.147344779968262","3.147344779968262","3.147344779968262","164","164","164","","","","","","","","","","","","","","","","","",""
"5820","3.1884510040283205","3.1884510040283205","3.1884510040283205","166","166","166","","","","","","","","","","","","","","","","","",""
"5830","3.0965974807739256","3.0965974807739256","3.0965974807739256","168","168","168","","","","","","","","","","","","","","","","","",""
"5840","3.1557729721069334","3.1557729721069334","3.1557729721069334","170","170","170","","","","","","","","","","","","","","","","","",""
"5850","3.2269344329833984","3.2269344329833984","3.2269344329833984","172","172","172","","","","","","","","","","","","","","","","","",""
"5860","3.146759796142578","3.146759796142578","3.146759796142578","174","174","174","","","","","","","","","","","","","","","","","",""
"5870","3.1398576736450194","3.1398576736450194","3.1398576736450194","176","176","176","","","","","","","","","","","","","","","","","",""
"5880","3.139837646484375","3.139837646484375","3.139837646484375","178","178","178","","","","","","","","","","","","","","","","","",""
"5890","3.1048952102661134","3.1048952102661134","3.1048952102661134","180","180","180","","","","","","","","","","","","","","","","","",""
"5900","3.1256027221679688","3.1256027221679688","3.1256027221679688","182","182","182","","","","","","","","","","","","","","","","","",""
"5910","3.197096252441406","3.197096252441406","3.197096252441406","184","184","184","","","","","","","","","","","","","","","","","",""
"5920","3.1588199615478514","3.1588199615478514","3.1588199615478514","186","186","186","","","","","","","","","","","","","","","","","",""
"5930","3.0991437911987303","3.0991437911987303","3.0991437911987303","188","188","188","","","","","","","","","","","","","","","","","",""
"5940","3.1592166900634764","3.1592166900634764","3.1592166900634764","190","190","190","","","","","","","","","","","","","","","","","",""
"5950","3.166197967529297","3.166197967529297","3.166197967529297","192","192","192","","","","","","","","","","","","","","","","","",""
"5960","3.123412322998047","3.123412322998047","3.123412322998047","194","194","194","","","","","","","","","","","","","","","","","",""
"5970","3.09164981842041","3.09164981842041","3.09164981842041","196","196","196","","","","","","","","","","","","","","","","","",""
"5980","3.1077529907226564","3.1077529907226564","3.1077529907226564","198","198","198","","","","","","","","","","","","","","","","","",""
"5990","3.1208080291748046","3.1208080291748046","3.1208080291748046","200","200","200","","","","","","","","","","","","","","","","","",""
"6000","0","0","0","203","203","203","","","","","","","","","","","","","","","","","",""
"6010","3.2002845764160157","3.2002845764160157","3.2002845764160157","205","205","205","","","","","","","","","","","","","","","","","",""
"6020","3.1572341918945312","3.1572341918945312","3.1572341918945312","207","207","207","","","","","","","","","","","","","","","","","",""
"6030","3.1499404907226562","3.1499404907226562","3.1499404907226562","209","209","209","","","","","","","","","","","","","","","","","",""
"6040","3.2011573791503904","3.2011573791503904","3.2011573791503904","211","211","211","","","","","","","","","","","","","","","","","",""
"6050","3.1695831298828123","3.1695831298828123","3.1695831298828123","213","213","213","","","","","","","","","","","","","","","","","",""
"6060","3.135830879211426","3.135830879211426","3.135830879211426","215","215","215","","","","","","","","","","","","","","","","","",""
"6070","3.0779930114746095","3.0779930114746095","3.0779930114746095","217","217","217","","","","","","","","","","","","","","","","","",""
"6080","3.1498504638671876","3.1498504638671876","3.1498504638671876","219","219","219","","","","","","","","","","","","","","","","","",""
"6090","3.1081493377685545","3.1081493377685545","3.1081493377685545","221","221","221","","","","","","","","","","","","","","","","","",""
"6100","3.070567321777344","3.070567321777344","3.070567321777344","223","223","223","","","","","","","","","","","","","","","","","",""
"6110","3.109314727783203","3.109314727783203","3.109314727783203","225","225","225","","","","","","","","","","","","","","","","","",""
"6120","3.202783203125","3.202783203125","3.202783203125","227","227","227","","","","","","","","","","","","","","","","","",""
"6130","3.110846519470215","3.110846519470215","3.110846519470215","229","229","229","","","","","","","","","","","","","","","","","",""
"6140","3.1230899810791017","3.1230899810791017","3.1230899810791017","231","231","231","","","","","","","","","","","","","","","","","",""
"6150","3.162156105041504","3.162156105041504","3.162156105041504","233","233","233","","","","","","","","","","","","","","","","","",""
"6160","3.136227607727051","3.136227607727051","3.136227607727051","235","235","235","","","","","","","","","","","","","","","","","",""
"6170","3.1334028244018555","3.1334028244018555","3.1334028244018555","237","237","237","","","","","","","","","","","","","","","","","",""
"6180","3.1672563552856445","3.1672563552856445","3.1672563552856445","239","239","239","","","","","","","","","","","","","","","","","",""
"6190","3.1125423431396486","3.1125423431396486","3.1125423431396486","241","241","241","","","","","","","","","","","","","","","","","",""
"6200","3.084683418273926","3.084683418273926","3.084683418273926","243","243","243","","","","","","","","","","","","","","","","","",""
"6210","3.080303192138672","3.080303192138672","3.080303192138672","245","245","245","","","","","","","","","","","","","","","","","",""
"6220","3.1583398818969726","3.1583398818969726","3.1583398818969726","247","247","247","","","","","","","","","","","","","","","","","",""
"6230","3.217531204223633","3.217531204223633","3.217531204223633","249","249","249","","","","","","","","","","","","","","","","","",""
"6240","3.1837392807006837","3.1837392807006837","3.1837392807006837","251","251","251","","","","","","","","","","","","","","","","","",""
"6250","3.1862720489501952","3.1862720489501952","3.1862720489501952","253","253","253","","","","","","","","","","","","","","","","","",""
"6260","3.092255973815918","3.092255973815918","3.092255973815918","255","255","255","","","","","","","","","","","","","","","","","",""
"6270","3.203638458251953","3.203638458251953","3.203638458251953","257","257","257","","","","","","","","","","","","","","","","","",""
"6280","3.182526397705078","3.182526397705078","3.182526397705078","259","259","259","","","","","","","","","","","","","","","","","",""
"6290","3.150722694396973","3.150722694396973","3.150722694396973","261","261","261","","","","","","","","","","","","","","","","","",""
"6300","3.1159339904785157","3.1159339904785157","3.1159339904785157","263","263","263","","","","","","","","","","","","","","","","","",""
"6310","3.140311431884766","3.140311431884766","3.140311431884766","265","265","265","","","","","","","","","","","","","","","","","",""
"6320","3.1506738662719727","3.1506738662719727","3.1506738662719727","267","267","267","","","","","","","","","","","","","","","","","",""
"6330","3.1602041244506838","3.1602041244506838","3.1602041244506838","269","269","269","","","","","","","","","","","","","","","","","",""
"6340","3.140336799621582","3.140336799621582","3.140336799621582","271","271","271","","","","","","","","","","","","","","","","","",""
"6350","3.0765899658203124","3.0765899658203124","3.0765899658203124","273","273","273","","","","","","","","","","","","","","","","","",""
"6360","3.134913444519043","3.134913444519043","3.134913444519043","275","275","275","","","","","","","","","","","","","","","","","",""